test_id,gene_id,gene,locus,sample_1,sample_2,status,value_1,value_2,log2(fold_change),test_stat,p_value,q_value,significant
COL6A3,COL6A3,COL6A3,chr2:237324011-237414207,WT,DSL3,NOTEST,0.200173,0.186503,-0.102049,0,1,1,no
COL6A4P1,COL6A4P1,COL6A4P1,chr3:15165361-15205959,WT,DSL3,NOTEST,0,0,0,0,1,1,no
COL6A4P2,COL6A4P2,COL6A4P2,chr3:130212819-130273806,WT,DSL3,NOTEST,0,0,0,0,1,1,no
COL6A5,COL6A5,COL6A5,chr3:130345515-130484846,WT,DSL3,NOTEST,0,0,0,0,1,1,no
COL6A6,COL6A6,COL6A6,chr3:130560333-130677044,WT,DSL3,NOTEST,0,0.0621482,inf,0,1,1,no
COL7A1,COL7A1,COL7A1,chr3:48564072-48595160,WT,DSL3,NOTEST,0.829588,0.146225,-2.50421,0,1,1,no
COL8A1,COL8A1,COL8A1,chr3:99638595-99796733,WT,DSL3,NOTEST,1.65482,0.36526,-2.17968,0,1,1,no
COL8A2,COL8A2,COL8A2,chr1:36095235-36125084,WT,DSL3,NOTEST,0.195729,0.023072,-3.08464,0,1,1,no
COL9A1,COL9A1,COL9A1,chr6:70216039-70303083,WT,DSL3,NOTEST,0,0,0,0,1,1,no
COL9A2,COL9A2,COL9A2,chr1:40300490-40317267,WT,DSL3,OK,1.35628,3.66193,1.43295,2.23101,0.0035,0.00873033,yes
COL9A3,COL9A3,COL9A3,chr20:62817061-62861763,WT,DSL3,NOTEST,0.317674,0.691131,1.12141,0,1,1,no
COLCA1,COLCA1,COLCA1,chr11:111293388-111308735,WT,DSL3,NOTEST,0,0,0,0,1,1,no
COLCA2,COLCA2,COLCA2,chr11:111293388-111308735,WT,DSL3,NOTEST,0,0,0,0,1,1,no
COLEC10,COLEC10,COLEC10,chr8:119067184-119106963,WT,DSL3,NOTEST,0,0,0,0,1,1,no
COLEC11,COLEC11,COLEC11,chr2:3594831-3644644,WT,DSL3,NOTEST,0,0.0618388,inf,0,1,1,no
COLEC12,COLEC12,COLEC12,chr18:319354-500729,WT,DSL3,NOTEST,0.509344,0,#NAME?,0,1,1,no
COLGALT1,COLGALT1,COLGALT1,chr19:17555701-17583156,WT,DSL3,OK,55.4023,51.0964,-0.116724,-0.59534,0.30695,0.40091,no
COLGALT2,COLGALT2,COLGALT2,chr1:183929661-184037770,WT,DSL3,NOTEST,0.320861,1.54665,2.26913,0,1,1,no
COLQ,COLQ,COLQ,chr3:15450132-15521751,WT,DSL3,NOTEST,0.114738,0.0322151,-1.83254,0,1,1,no
COMMD1,COMMD1,COMMD1,chr2:61905667-62136070,WT,DSL3,OK,17.4749,16.9722,-0.0421114,-0.101904,0.856,0.893344,no
COMMD10,COMMD10,COMMD10,chr5:116084975-116293290,WT,DSL3,OK,5.32732,5.72347,0.10348,0.344173,0.6547,0.731336,no
COMMD2,COMMD2,COMMD2,chr3:149738469-149752499,WT,DSL3,OK,6.55861,8.59434,0.389998,1.68311,0.0064,0.014838,yes
COMMD3,COMMD3,COMMD3,chr10:22316382-22331485,WT,DSL3,OK,31.2532,18.3366,-0.769273,-1.49088,0.01315,0.0279202,yes
COMMD3-BMI1,COMMD3-BMI1,COMMD3-BMI1,chr10:22316382-22331485,WT,DSL3,NOTEST,0.00165324,0.00305301,0.884937,0,1,1,no
COMMD4,COMMD4,COMMD4,chr15:75335995-75341927,WT,DSL3,OK,62.1032,48.6616,-0.351884,-1.30681,0.02085,0.0414246,yes
COMMD5,COMMD5,COMMD5,chr8:144850165-144853578,WT,DSL3,OK,23.4084,16.505,-0.504128,-1.60101,0.00425,0.0103339,yes
COMMD6,COMMD6,COMMD6,chr13:75525213-75549439,WT,DSL3,OK,12.0175,22.0212,0.873755,3.35274,5.00E-05,0.000189718,yes
COMMD7,COMMD7,COMMD7,chr20:32702690-32744008,WT,DSL3,OK,7.41821,2.7728,-1.41973,-2.90064,5.00E-05,0.000189718,yes
COMMD8,COMMD8,COMMD8,chr4:47450793-47463659,WT,DSL3,OK,7.04042,8.54447,0.27933,0.749435,0.2339,0.320201,no
COMMD9,COMMD9,COMMD9,chr11:36272291-36289449,WT,DSL3,OK,4.4823,6.42707,0.51992,1.70835,0.00485,0.0116177,yes
COMP,COMP,COMP,chr19:18782772-18791305,WT,DSL3,NOTEST,0.222519,0.145093,-0.616951,0,1,1,no
COMT,COMT,COMT,chr22:19875517-20016786,WT,DSL3,OK,11.7875,28.047,1.25059,3.72497,5.00E-05,0.000189718,yes
COMTD1,COMTD1,COMTD1,chr10:75233970-75236012,WT,DSL3,OK,8.45798,4.44653,-0.927632,-1.05437,0.08665,0.141494,no
COPA,COPA,COPA,chr1:160288586-160358952,WT,DSL3,OK,25.9997,52.6234,1.01721,4.36119,5.00E-05,0.000189718,yes
COPB1,COPB1,COPB1,chr11:14457502-14499895,WT,DSL3,OK,22.4197,47.6452,1.08756,5.8935,5.00E-05,0.000189718,yes
COPB2,COPB2,COPB2,chr3:139357590-139389680,WT,DSL3,OK,50.1711,92.7973,0.887226,4.60312,5.00E-05,0.000189718,yes
COPE,COPE,COPE,chr19:18899513-18919390,WT,DSL3,OK,65.5122,80.9548,0.305352,1.37775,0.0161,0.0331911,yes
COPG1,COPG1,COPG1,chr3:129249609-129277773,WT,DSL3,OK,34.9399,85.4735,1.2906,6.84618,5.00E-05,0.000189718,yes
COPG2,COPG2,COPG2,chr7:130486174-130687432,WT,DSL3,OK,6.46829,5.45192,-0.24662,-0.656452,0.2535,0.341813,no
COPG2IT1,COPG2IT1,COPG2IT1,chr7:130486174-130687432,WT,DSL3,NOTEST,0.04843,0.112592,1.21713,0,1,1,no
COPRS,COPRS,COPRS,chr17:31851864-31859307,WT,DSL3,OK,70.278,43.1258,-0.704522,-3.12871,5.00E-05,0.000189718,yes
COPS2,COPS2,COPS2,chr15:49125273-49155657,WT,DSL3,OK,12.0921,15.8761,0.392788,2.11467,0.00055,0.00168203,yes
COPS3,COPS3,COPS3,chr17:17246623-17281303,WT,DSL3,OK,37.1887,31.7036,-0.230221,-1.21913,0.03595,0.0669302,no
COPS4,COPS4,COPS4,chr4:83035085-83075818,WT,DSL3,OK,17.9897,19.5578,0.120576,0.528268,0.3719,0.468571,no
COPS5,COPS5,COPS5,chr8:67043079-67062327,WT,DSL3,OK,44.4092,57.9751,0.384574,2.05834,0.00055,0.00168203,yes
COPS6,COPS6,COPS6,chr7:100088959-100092199,WT,DSL3,OK,32.8359,32.209,-0.0278089,-0.12787,0.81985,0.865695,no
COPS7A,COPS7A,COPS7A,chr12:6723983-6731875,WT,DSL3,OK,14.5223,21.3684,0.557212,2.02902,0.0002,0.000675933,yes
COPS7B,COPS7B,COPS7B,chr2:231781670-231809253,WT,DSL3,OK,6.13202,6.90044,0.170324,0.561853,0.29875,0.391872,no
COPS8,COPS8,COPS8,chr2:237085440-237098846,WT,DSL3,OK,30.5123,50.6217,0.730366,3.89311,5.00E-05,0.000189718,yes
COPZ1,COPZ1,COPZ1,chr12:54325089-54351851,WT,DSL3,OK,43.9857,62.5373,0.507683,2.69877,5.00E-05,0.000189718,yes
COPZ2,COPZ2,COPZ2,chr17:48026166-48037806,WT,DSL3,OK,0.935038,8.82527,3.23854,2.5852,0.0005,0.00154241,yes
COQ10A,COQ10A,COQ10A,chr12:56266857-56270966,WT,DSL3,OK,5.84607,3.5905,-0.703285,-1.32563,0.03175,0.0601583,no
COQ10B,COQ10B,COQ10B,chr2:197453506-197475127,WT,DSL3,OK,6.81173,8.16081,0.260691,0.801822,0.16955,0.247371,no
COQ2,COQ2,COQ2,chr4:83263823-83284914,WT,DSL3,OK,17.0981,14.9649,-0.192252,-0.734746,0.20515,0.288863,no
COQ3,COQ3,COQ3,chr6:99369471-99394206,WT,DSL3,OK,5.12444,6.04013,0.237185,0.496708,0.3801,0.477006,no
COQ4,COQ4,COQ4,chr9:128322507-128334072,WT,DSL3,OK,10.7519,10.8521,0.01339,0.0338856,0.9528,0.96586,no
COQ5,COQ5,COQ5,chr12:120503278-120529161,WT,DSL3,OK,6.7837,4.65326,-0.543831,-1.84699,0.01075,0.0233667,yes
COQ6,COQ6,COQ6,chr14:73932991-73963110,WT,DSL3,NOTEST,3.53239,2.78391,-0.343531,0,1,1,no
COQ7,COQ7,COQ7,chr16:18983933-19080095,WT,DSL3,OK,4.24564,3.23773,-0.391002,-0.83856,0.11995,0.185916,no
COQ9,COQ9,COQ9,chr16:57428168-57461275,WT,DSL3,OK,30.6205,14.86,-1.04307,-3.40029,5.00E-05,0.000189718,yes
CORIN,CORIN,CORIN,chr4:47593997-48012944,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CORO1A,CORO1A,CORO1A,chr16:30183409-30189254,WT,DSL3,NOTEST,3.28732,1.38152,-1.25066,0,1,1,no
CORO1B,CORO1B,CORO1B,chr11:67438046-67443821,WT,DSL3,OK,26.8765,34.0388,0.340835,1.48454,0.0096,0.0211677,yes
CORO1C,CORO1C,CORO1C,chr12:108645110-108731550,WT,DSL3,OK,83.3191,44.6395,-0.900326,-4.56153,5.00E-05,0.000189718,yes
CORO2A,CORO2A,CORO2A,chr9:98120974-98192674,WT,DSL3,NOTEST,0.263513,0.489838,0.89443,0,1,1,no
CORO2B,CORO2B,CORO2B,chr15:68578968-68727805,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CORO6,CORO6,CORO6,chr17:29593508-29621423,WT,DSL3,NOTEST,1.98677,0.427028,-2.21802,0,1,1,no
CORO7,CORO7,CORO7,chr16_KI270855v1_alt:40614-119284,WT,DSL3,NOTEST,1.75362,0.70253,-1.31971,0,1,1,no
CORO7-PAM16,CORO7-PAM16,CORO7-PAM16,chr16_KI270855v1_alt:40614-119284,WT,DSL3,NOTEST,0.252775,0.558352,1.14332,0,1,1,no
CORT,CORT,CORT,chr1:10430101-10452003,WT,DSL3,NOTEST,0.286727,0.120474,-1.25096,0,1,1,no
COTL1,COTL1,COTL1,chr16:84565597-84618096,WT,DSL3,OK,120.977,70.4232,-0.780606,-4.37777,5.00E-05,0.000189718,yes
COX10,COX10,COX10,chr17:14029291-14208679,WT,DSL3,OK,5.92333,2.90927,-1.02575,-2.59878,0.00015,0.000523084,yes
COX10-AS1,COX10-AS1,COX10-AS1,chr17:14029291-14208679,WT,DSL3,NOTEST,2.31235,1.96814,-0.232528,0,1,1,no
COX11,COX11,COX11,chr17:54900690-54968703,WT,DSL3,OK,12.9952,14.7343,0.1812,0.3911,0.47305,0.56711,no
COX14,COX14,COX14,chr12:50111980-50120457,WT,DSL3,OK,26.3597,19.489,-0.435677,-1.11274,0.04495,0.080952,no
COX15,COX15,COX15,chr10:99659505-99756137,WT,DSL3,OK,7.64111,6.44358,-0.24592,-0.954303,0.1037,0.164728,no
COX16,COX16,COX16,chr14:70325080-70417090,WT,DSL3,OK,15.5527,14.7868,-0.0728608,-0.191482,0.7342,0.797653,no
COX17,COX17,COX17,chr3:119669524-119677396,WT,DSL3,OK,47.5775,30.174,-0.656972,-1.49171,0.0137,0.0288464,yes
COX18,COX18,COX18,chr4:73054695-73069759,WT,DSL3,NOTEST,1.48061,1.98372,0.422015,0,1,1,no
COX19,COX19,COX19,chr7:964849-975599,WT,DSL3,NOTEST,1.51252,2.74658,0.86068,0,1,1,no
COX20,COX20,COX20,chr1:244835336-244846941,WT,DSL3,OK,6.92559,7.15716,0.0474493,0.113566,0.84655,0.886505,no
COX4I1,COX4I1,COX4I1,chr16:85799566-85807001,WT,DSL3,OK,148.507,138.184,-0.103943,-0.936002,0.30815,0.40224,no
COX4I2,COX4I2,COX4I2,chr20:31637887-31644997,WT,DSL3,NOTEST,0,0,0,0,1,1,no
COX5A,COX5A,COX5A,chr15:74920275-74938154,WT,DSL3,OK,68.7307,44.1006,-0.640156,-2.54796,5.00E-05,0.000189718,yes
COX5B,COX5B,COX5B,chr2:97646057-97648194,WT,DSL3,OK,159.37,186.243,0.2248,1.03622,0.0743,0.124277,no
COX6A1,COX6A1,COX6A1,chr12:120438089-120440742,WT,DSL3,OK,108.905,90.7338,-0.263362,-1.2914,0.0426,0.0773001,no
COX6A2,COX6A2,COX6A2,chr16:31427730-31428428,WT,DSL3,NOTEST,0,0,0,0,1,1,no
COX6B1,COX6B1,COX6B1,chr19:35648222-35658784,WT,DSL3,OK,210.829,216.236,0.0365335,0.201505,0.72845,0.792959,no
COX6B2,COX6B2,COX6B2,chr19:55349701-55354814,WT,DSL3,NOTEST,0.126762,0,#NAME?,0,1,1,no
COX6C,COX6C,COX6C,chr8:99877994-99894014,WT,DSL3,OK,150.357,129.363,-0.216972,-1.16432,0.0497,0.0884475,no
COX7A1,COX7A1,COX7A1,chr19:36150921-36152869,WT,DSL3,OK,5.63816,6.34149,0.169598,0.22263,0.7424,0.804985,no
COX7A2,COX7A2,COX7A2,chr6:75237674-75243928,WT,DSL3,OK,90.3344,127.442,0.496499,2.58593,0.0001,0.000361213,yes
COX7A2L,COX7A2L,COX7A2L,chr2:42350504-42361216,WT,DSL3,OK,48.057,54.6132,0.184503,0.885114,0.13925,0.210464,no
COX7B,COX7B,COX7B,chrX:77899463-77905384,WT,DSL3,OK,473.234,249.161,-0.925475,-4.80607,5.00E-05,0.000189718,yes
COX7B2,COX7B2,COX7B2,chr4:46734829-46909235,WT,DSL3,NOTEST,0,0,0,0,1,1,no
COX7C,COX7C,COX7C,chr5:86617966-86620766,WT,DSL3,OK,678.802,576.064,-0.236763,-1.26836,0.0353,0.0658444,no
COX8A,COX8A,COX8A,chr11:63974606-63976543,WT,DSL3,OK,213.933,317.222,0.568334,3.41076,5.00E-05,0.000189718,yes
COX8C,COX8C,COX8C,chr14_KI270847v1_alt:447780-821905,WT,DSL3,NOTEST,0,0.376031,inf,0,1,1,no
CP,CP,CP,chr3:149129583-149222045,WT,DSL3,NOTEST,0.0528286,0,#NAME?,0,1,1,no
CPA1,CPA1,CPA1,chr7:130380370-130388108,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPA2,CPA2,CPA2,chr7:130266862-130289797,WT,DSL3,NOTEST,0,0.210569,inf,0,1,1,no
CPA3,CPA3,CPA3,chr3:148865255-148897085,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPA4,CPA4,CPA4,chr7:130293133-130324180,WT,DSL3,NOTEST,0.926489,2.31072,1.3185,0,1,1,no
CPA5,CPA5,CPA5,chr7:130344789-130368730,WT,DSL3,NOTEST,0,0.038299,inf,0,1,1,no
CPA6,CPA6,CPA6,chr8:67422169-67746385,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPAMD8,CPAMD8,CPAMD8,chr19:16892950-17026815,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPB1,CPB1,CPB1,chr3:148827800-148860185,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPB2,CPB2,CPB2,chr13:46052847-46105076,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPB2-AS1,CPB2-AS1,CPB2-AS1,chr13:46052847-46105076,WT,DSL3,NOTEST,0.0217605,0.050756,1.22186,0,1,1,no
CPD,CPD,CPD,chr17:30378923-30469657,WT,DSL3,OK,9.69175,6.13595,-0.659471,-3.59377,5.00E-05,0.000189718,yes
CPE,CPE,CPE,chr4:165378944-165498330,WT,DSL3,NOTEST,0.276118,2.93769,3.41132,0,1,1,no
CPEB1,CPEB1,CPEB1,chr15_KI270850v1_alt:332305-416475,WT,DSL3,NOTEST,0.961223,0.226481,-2.08548,0,1,1,no
CPEB1-AS1,CPEB1-AS1,CPEB1-AS1,chr15:82543200-82709908,WT,DSL3,NOTEST,0.524671,0.230598,-1.18603,0,1,1,no
CPEB2,CPEB2,CPEB2,chr4:15002673-15446167,WT,DSL3,OK,2.72171,4.88949,0.845168,2.98444,5.00E-05,0.000189718,yes
CPEB2-AS1,CPEB2-AS1,CPEB2-AS1,chr4:14909960-15002045,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPEB3,CPEB3,CPEB3,chr10:92048639-92291118,WT,DSL3,NOTEST,0.431056,0.267598,-0.687805,0,1,1,no
CPEB4,CPEB4,CPEB4,chr5:173888327-173960991,WT,DSL3,NOTEST,0.851811,1.72141,1.01499,0,1,1,no
CPED1,CPED1,CPED1,chr7:120988696-121297444,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPLX1,CPLX1,CPLX1,chr4:784956-826157,WT,DSL3,NOTEST,0,0.66009,inf,0,1,1,no
CPLX2,CPLX2,CPLX2,chr5:175796606-175884020,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPLX3,CPLX3,CPLX3,chr15:74826609-74831795,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPLX4,CPLX4,CPLX4,chr18:59295403-59318649,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPM,CPM,CPM,chr12:68851175-68963240,WT,DSL3,NOTEST,0.351705,1.19213,1.7611,0,1,1,no
CPN1,CPN1,CPN1,chr10:100042307-100081885,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPN2,CPN2,CPN2,chr3:194339764-194351328,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPNE1,CPNE1,CPNE1,chr20:35626030-35664956,WT,DSL3,OK,46.5251,46.6174,0.00286107,0.0101485,0.98555,0.988222,no
CPNE2,CPNE2,CPNE2,chr16:57092542-57147966,WT,DSL3,OK,12.3981,4.09882,-1.59684,-4.76193,5.00E-05,0.000189718,yes
CPNE3,CPNE3,CPNE3,chr8:86514426-86561498,WT,DSL3,OK,29.8648,10.7364,-1.47593,-7.8052,5.00E-05,0.000189718,yes
CPNE4,CPNE4,CPNE4,chr3:131533559-132039606,WT,DSL3,NOTEST,0,0.339695,inf,0,1,1,no
CPNE5,CPNE5,CPNE5,chr6:36740777-36839444,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPNE6,CPNE6,CPNE6,chr14:24070836-24078100,WT,DSL3,NOTEST,0.0541385,0,#NAME?,0,1,1,no
CPNE7,CPNE7,CPNE7,chr16:89575767-89597246,WT,DSL3,OK,7.64846,4.31738,-0.825013,-2.15135,0.00045,0.00140675,yes
CPNE8,CPNE8,CPNE8,chr12:38652199-38905618,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPNE9,CPNE9,CPNE9,chr3:9703806-9729908,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPO,CPO,CPO,chr2:206939553-206969474,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPOX,CPOX,CPOX,chr3:98579445-98593611,WT,DSL3,OK,7.50597,6.68311,-0.16752,-0.610674,0.29065,0.382604,no
CPPED1,CPPED1,CPPED1,chr16:12659798-12803887,WT,DSL3,NOTEST,1.32772,0.4145,-1.6795,0,1,1,no
CPQ,CPQ,CPQ,chr8:96645226-97446497,WT,DSL3,NOTEST,0.726921,2.31884,1.67353,0,1,1,no
CPS1,CPS1,CPS1,chr2:210477681-210679107,WT,DSL3,NOTEST,0.722014,0.0593547,-3.60459,0,1,1,no
CPS1-IT1,CPS1-IT1,CPS1-IT1,chr2:210477681-210679107,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPSF1,CPSF1,CPSF1,chr8:144374014-144409349,WT,DSL3,OK,15.4992,11.7093,-0.404541,-1.84463,0.00135,0.00375823,yes
CPSF2,CPSF2,CPSF2,chr14:92121953-92164199,WT,DSL3,OK,18.8252,21.7501,0.208358,1.12949,0.0617,0.105732,no
CPSF3,CPSF3,CPSF3,chr2:9423536-9473110,WT,DSL3,OK,17.4958,18.1393,0.0521113,0.254137,0.6594,0.73529,no
CPSF3L,CPSF3L,CPSF3L,chr1:1308613-1324687,WT,DSL3,OK,21.3396,23.6592,0.14887,0.641379,0.29165,0.383807,no
CPSF4,CPSF4,CPSF4,chr7:99408977-99466201,WT,DSL3,OK,6.79238,8.69543,0.356341,0.505972,0.373,0.469542,no
CPSF4L,CPSF4L,CPSF4L,chr17:73193033-73261880,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPSF6,CPSF6,CPSF6,chr12:69239536-69274358,WT,DSL3,OK,11.3778,12.3042,0.112937,0.652862,0.28895,0.380762,no
CPSF7,CPSF7,CPSF7,chr11:61402647-61429992,WT,DSL3,OK,17.3047,21.6248,0.321525,1.75996,0.0039,0.00959592,yes
CPT1A,CPT1A,CPT1A,chr11:68754619-68841931,WT,DSL3,OK,6.85487,15.125,1.14173,5.21244,5.00E-05,0.000189718,yes
CPT1B,CPT1B,CPT1B,chr22:50568860-50582999,WT,DSL3,NOTEST,0.296958,0.483815,0.704194,0,1,1,no
CPT1C,CPT1C,CPT1C,chr19:49691107-49713731,WT,DSL3,OK,10.6855,10.1744,-0.0707226,-0.254426,0.63825,0.717294,no
CPT2,CPT2,CPT2,chr1:53196428-53220639,WT,DSL3,OK,5.47848,6.56067,0.260066,0.773914,0.17465,0.25323,no
CPTP,CPTP,CPTP,chr1:1324762-1328896,WT,DSL3,OK,14.7871,10.8689,-0.444134,-1.75403,0.00785,0.0177319,yes
CPVL,CPVL,CPVL,chr7:28979966-29146537,WT,DSL3,NOTEST,0.368952,0,#NAME?,0,1,1,no
CPXCR1,CPXCR1,CPXCR1,chrX:88747224-88754784,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPXM1,CPXM1,CPXM1,chr20:2794068-2800646,WT,DSL3,NOTEST,0.144516,0,#NAME?,0,1,1,no
CPXM2,CPXM2,CPXM2,chr10:123745635-123891984,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CPZ,CPZ,CPZ,chr4:8592659-8619761,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CR1,CR1,CR1,chr1:207496127-207641765,WT,DSL3,NOTEST,0.0468158,0,#NAME?,0,1,1,no
CR1L,CR1L,CR1L,chr1:207645112-207723691,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CR2,CR2,CR2,chr1:207454299-207489895,WT,DSL3,NOTEST,0.0471681,0,#NAME?,0,1,1,no
CRABP1,CRABP1,CRABP1,chr15:78340323-78348230,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CRABP2,CRABP2,CRABP2,chr1:156699607-156705816,WT,DSL3,OK,12.8106,4.00107,-1.67889,-3.05438,5.00E-05,0.000189718,yes
CRACR2A,CRACR2A,CRACR2A,chr12:3615327-3753200,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CRACR2B,CRACR2B,CRACR2B,chr11:828259-831991,WT,DSL3,NOTEST,0.9336,0.812562,-0.200326,0,1,1,no
CRADD,CRADD,CRADD,chr12:93677374-93850755,WT,DSL3,NOTEST,2.39799,1.83563,-0.385551,0,1,1,no
CRAMP1L,CRAMP1L,CRAMP1L,chr16:1614639-1677908,WT,DSL3,NOTEST,1.95028,2.62013,0.425963,0,1,1,no
CRAT,CRAT,CRAT,chr9:129094793-129110791,WT,DSL3,OK,12.7508,17.8251,0.483319,1.9979,0.00035,0.00111977,yes
CRAT37,CRAT37,CRAT37,chr15:91463338-91494850,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CRAT40,CRAT40,CRAT40,chr17:65457540-65458408,WT,DSL3,NOTEST,0,0.602498,inf,0,1,1,no
CRAT8,CRAT8,CRAT8,chr12:128023787-128027166,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CRB1,CRB1,CRB1,chr1:197201461-197478455,WT,DSL3,NOTEST,0.0194772,0.0576217,1.56482,0,1,1,no
CRB2,CRB2,CRB2,chr9:123356166-123930138,WT,DSL3,NOTEST,0.0538356,0,#NAME?,0,1,1,no
CRB3,CRB3,CRB3,chr19:6464248-6481808,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CRBN,CRBN,CRBN,chr3:3149632-3179717,WT,DSL3,OK,11.876,12.6868,0.0952735,0.422279,0.4936,0.586813,no
CRCP,CRCP,CRCP,chr7:66114817-66154566,WT,DSL3,OK,8.99389,9.2348,0.0381348,0.142401,0.8019,0.851149,no
CRCT1,CRCT1,CRCT1,chr1:152514501-152516005,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CREB1,CREB1,CREB1,chr2:207529891-207625331,WT,DSL3,NOTEST,3.27618,3.34856,0.0315262,0,1,1,no
CREB3,CREB3,CREB3,chr9:35697336-35749228,WT,DSL3,OK,22.1999,23.9017,0.106561,0.146339,0.7962,0.846212,no
CREB3L1,CREB3L1,CREB3L1,chr11:46277637-46321422,WT,DSL3,OK,0.851878,18.026,4.40329,6.43177,5.00E-05,0.000189718,yes
CREB3L2,CREB3L2,CREB3L2,chr7:137874978-138002101,WT,DSL3,OK,2.53422,5.83327,1.20276,1.7029,0.0021,0.00556842,yes
CREB3L3,CREB3L3,CREB3L3,chr19:4153600-4173054,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CREB3L4,CREB3L4,CREB3L4,chr1:153959098-153977975,WT,DSL3,NOTEST,1.63491,0.890218,-0.876978,0,1,1,no
CREB5,CREB5,CREB5,chr7:28299320-28825894,WT,DSL3,NOTEST,1.77285,0.737658,-1.26504,0,1,1,no
CREBBP,CREBBP,CREBBP,chr16:3725054-3880120,WT,DSL3,OK,6.07967,6.52455,0.101886,0.522624,0.3703,0.467085,no
CREBL2,CREBL2,CREBL2,chr12:12611832-12645108,WT,DSL3,OK,3.27238,3.86177,0.238922,0.78298,0.1778,0.256915,no
CREBRF,CREBRF,CREBRF,chr5:173056351-173139288,WT,DSL3,NOTEST,0.977748,1.87722,0.941059,0,1,1,no
CREBZF,CREBZF,CREBZF,chr11:85657563-85665138,WT,DSL3,OK,6.23658,11.6854,0.905885,4.7334,5.00E-05,0.000189718,yes
CREG1,CREG1,CREG1,chr1:167541013-167553819,WT,DSL3,OK,9.6172,2.03695,-2.23921,-4.59086,5.00E-05,0.000189718,yes
CREG2,CREG2,CREG2,chr2:101348353-101387503,WT,DSL3,NOTEST,0,0.0169616,inf,0,1,1,no
CRELD1,CRELD1,CRELD1,chr3:9933839-9945413,WT,DSL3,NOTEST,3.00229,3.4053,0.181718,0,1,1,no
CRELD2,CRELD2,CRELD2,chr22:49918629-49927540,WT,DSL3,OK,17.0797,23.01,0.429978,1.36752,0.01895,0.0381536,yes
CREM,CREM,CREM,chr10:35126840-35212958,WT,DSL3,OK,6.97567,3.65743,-0.9315,-1.21396,0.0007,0.00209034,yes
CRH,CRH,CRH,chr8:66176376-66178611,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CRHBP,CRHBP,CRHBP,chr5:76952854-76969474,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CRHR1,CRHR1,CRHR1,chr17_KI270908v1_alt:322452-537950,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CRHR1-IT1,CRHR1-IT1,CRHR1-IT1,chr17_KI270908v1_alt:322452-537950,WT,DSL3,NOTEST,0.257618,0.302929,0.233745,0,1,1,no
CRHR2,CRHR2,CRHR2,chr7:30651942-30700103,WT,DSL3,NOTEST,0,0,0,0,1,1,no
CRIM1,CRIM1,CRIM1,chr2:36356226-36551135,WT,DSL3,OK,35.8317,35.4729,-0.0145196,-0.0745884,0.89815,0.924501,no
CRIP1,CRIP1,CRIP1,chr14:105486919-105488787,WT,DSL3,OK,56.8962,1.07674,-5.72359,-4.21631,0.1876,0.268367,no
CRIP2,CRIP2,CRIP2,chr14:105472937-105480170,WT,DSL3,OK,76.3487,59.5599,-0.358262,-1.58073,0.00635,0.0147337,yes
CRIP3,CRIP3,CRIP3,chr6:43298259-43308792,WT,DSL3,NOTEST,0.13908,0,#NAME?,0,1,1,no
CRIPAK,CRIPAK,CRIPAK,chr4:1391551-1395994,WT,DSL3,NOTEST,0.261286,0.298831,0.193701,0,1,1,no
CRIPT,CRIPT,CRIPT,chr2:46617171-46630176,WT,DSL3,NOTEST,1.96347,2.04808,0.0608705,0,1,1,no
